id,symbol,name,rank,consolidation_score,volume_stability_score,breakout_score,breakout_volume_score,rsi_score,ma_score,cap_score,consolidation_volatility,consolidation_range,volume_stability,breakout_price_change,breakout_volume_change,rsi_current,rsi_trend,ma_trend,market_cap,data_days,total_score
harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),272,0,0,10,10,10,0,6,0.12424549110773553,1.9184036854211914,0,68.09438560282453,10,51.9284945984308,23.417166133259826,27.37751371335031,246426898.4159879,361,5.125
bridged-wrapped-ether-starkgate,eth,Bridged Ether (StarkGate),273,0,2,10,10,10,7,6,0.028304397653927022,0.22101505249546113,2,20.400101768505372,10,75.39809561097906,43.84621618656551,2.561140210039148,246121649.6998724,361,6.25
io,io,io.net,274,0,6,6,10,10,0,6,0.05857491200437804,0.4657189946312751,6,6.18523136931568,10,61.0933548271366,32.88801702672006,-5.8622515416516086,233444802.88634852,153,5.125
terra-luna-2,luna,Terra,275,0,2,0,0,10,0,6,0.04186972766900862,0.3682172041143103,2,-3.1875813592248448,0,57.723148060170395,33.29867621113356,-7.539731167727181,243442017.69314972,361,2.25
osaka-protocol,osak,Osaka Protocol,276,0,4,10,5,9,0,6,0.051303440134481446,0.6814591890339093,4,10.02906858268795,5,47.0609112169714,18.890667653844012,-2.9358656338626,240252304.14001405,361,4.875
quorium,qgold,Quorium,277,0,3,3,0,1,0,6,0.00605766441295349,0.1101723846357224,3,3.854549506169458,0,37.1820125012991,3.783364542283678,2.1677687244790134,239896308.56940663,334,1.8125
biconomy,bico,Biconomy,278,0,6,10,10,10,3,6,0.044131776282155685,0.4678828095481261,6,17.46986725834001,10,73.56714225567282,42.00742600652842,-1.4123100789258713,237050787.54991665,361,6.25
avail,avail,Avail,279,0,5,0,0,10,0,6,0.04193054377803318,0.31863722997598803,5,-8.247007261286655,0,54.780195364130904,40.72693789651633,-10.32846356749788,236643000.47541362,111,2.625
non-playable-coin,npc,Non-Playable Coin,280,0,5,10,10,5,0,6,0.07876068008835728,1.0752718448505043,5,27.085882930627193,10,44.26232850428765,10.426535640505065,11.803860446593761,236521345.49421912,361,5.125
rocket-pool,rpl,Rocket Pool,281,0,1,2,0,10,3,6,0.055210055818319406,0.5148136403446952,1,2.399912350583877,0,58.37006108213498,36.6940140947727,-1.884457007476814,234831771.4803505,361,2.875
delysium,agi,Delysium,282,0,0,10,10,10,6,6,0.06129648218584202,0.6499521448994398,0,28.242289644171457,10,68.64229073112216,42.751849507160955,1.8468819998896047,234262785.3206241,361,5.875
project-galaxy,gal,Galxe,283,0,0,0,10,10,0,6,0.04338079202685656,0.40930118203959587,0,-16.143362162557494,10,51.93620726756712,22.317143365970672,-10.549167126889769,233887727.41911358,361,3.25
mantle-bridged-usdt-mantle,usdt,Mantle Bridged USDT (Mantle),284,8,4,0,10,9,4,6,0.003480995454433342,0.01493206396049466,4,0.28588781028602295,10,58.00443133772523,19.793070120265135,-0.018066586335696577,230923887.11844897,278,5.625
singularitynet,agix,SingularityNET,285,0,0,8,0,10,0,6,0.05678459228486678,0.6550251774692858,0,8.284978208040261,0,62.81240878356901,37.749583137197476,-8.320203377195945,229176289.32445478,361,3.5
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,286,0,3,10,10,10,7,6,0.02791769544452089,0.21432032160856979,3,20.750147487183135,10,75.86820314938157,44.04578023129973,2.7022240259619634,226796476.4533869,361,6.375
maple,mpl,Maple,287,0,4,10,10,5,10,6,0.0429518842833279,0.37945081090110017,4,66.23857759306577,10,64.16129601891454,11.748744986555906,15.276599349741439,226507342.4837345,361,6.25
kamino,kmno,Kamino,288,0,2,10,10,10,10,6,0.07892727282570391,0.9925632183319918,2,147.02880328797144,10,79.89411664617504,48.51048771424155,17.91461652238113,227165452.99468866,195,6.625
aethir,ath,Aethir,289,0,4,0,0,10,0,6,0.043087768043925695,0.4296879939323354,4,-4.4241710158344,0,60.25252756355731,33.51818414999869,-11.657925950337455,217235313.66793042,152,2.5
cetus-protocol,cetus,Cetus Protocol,290,0,1,10,10,10,10,6,0.07845123506074803,1.6402721398340596,1,241.42216900318334,10,82.66942823563014,55.84022953953183,24.877927305750735,222542017.05348304,361,6.5
saga-2,saga,Saga,291,0,4,5,0,10,0,6,0.0827256716494561,1.0713589543115263,4,5.785032316174665,0,54.78769927113831,48.25989765881464,-9.346097459391933,222323148.25217697,216,3.4375
michicoin,$michi,michi,292,0,3,10,10,10,10,6,0.10171659902069169,1.476656678935686,3,123.41453065149031,10,71.65454758833145,25.64494224647445,29.803715072016978,223288966.61939365,201,6.75
threshold-network-token,t,Threshold Network,293,0,5,0,0,10,0,6,0.034648337982296544,0.3051044425656358,5,-4.517157146051831,0,47.468129152192446,31.759611743045554,-4.974785209631472,220541114.18751344,361,2.625
retardio,retardio,RETARDIO,294,0,0,10,10,10,10,6,0.13521613711953415,2.1587539885260574,0,205.39071115877158,10,76.4431952746152,48.9159356775515,44.290648198664684,221647982.26462224,250,6.375
g-token,g,Gravity,295,0,7,0,0,10,0,6,0.03288305684001784,0.3258681464066942,7,-13.19629047050862,0,51.39914374339177,28.70392328484217,-10.928994509366618,220112979.51199254,116,2.875
nxm,nxm,Nexus Mutual,296,0,0,10,0,10,6,6,0.02927116886920996,0.20754446727536247,0,11.663571020566632,0,62.00051269777676,28.243947616706002,1.7652674954278025,220147701.71077573,361,4.625
orca,orca,Orca,297,0,2,10,10,10,10,6,0.0380329838259418,0.42051773588894276,2,95.61909818327676,10,74.54539953899206,26.854696660634673,18.46310621825309,216763491.89071783,361,6.625
illuvium,ilv,Illuvium,298,0,5,0,10,10,0,6,0.04521379662190152,0.38852087700686033,5,-9.790239171764748,10,54.22509004176759,30.281941921021712,-6.193960604738469,215957953.1679516,361,3.875
moonwell-artemis,well,Moonwell,299,0,0,10,10,0,0,6,0.09369586858684639,3.0656877434058405,0,145.192794369361,10,35.33320356850233,0.0,60.98351006886051,215368478.59375846,361,3.875
department-of-government-efficiency,doge,Department Of Government Efficiency,300,0,5,10,10,10,10,6,0.2344810974453157,1.6115155923770261,5,868.8728509381058,10,86.22342781101187,38.78711429722538,107.48748018522218,211901188.4253059,81,7.0
